|0000|014|0|01022020|29022020|FRIOSINA PRODUTOS ALIMENTICIOS LTDA|01738564000199||PI|194374521|2211001|758744||A|1|
|0001|0|
|0005|FRIOSINA|64039600|AV PREF WALL FERRAZ|16445||ESPLANADA|8632278612||friosinaprodutos@hotmail.com|
|0100|RIMARIO DE JESUS RODRIGUES|20086180304|3683||64014073|RUA SANTA LUZIA|3040||ILHOTAS|8633037105||ESCONCONTABILIDADERJR@GMAIL.COM|2211001|
|0150|289|JOAQUIM CIRENIO DA FONSECA E CIA B.JESUS|1058|05819479000297||194035816|2201903||AV GETULIO VARGAS, 805|||CENTRO|
|0150|332|MARKO COMERCIO E SERVICOS LTDA|1058|12173530000110||194063054|2211001||RUA DOUTOR AREA LEAO|278||CENTRO|
|0150|580|CACIQUE PNEUS IND E COM LTDA|1058|11600541000339||194016471|2211001||AV PREF WALL FERRAZ|15100||ANGELIM|
|0150|672|GENIVAL LEAL DOS REIS ME|1058|08287051000158|||2211001||DAVID CALDAS|3845||VERMELHA|
|0150|742|EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S/A|1058|06840748000189|||2211001||MARANHAO|759|SEDE|CENTRO|
|0150|1204|CACIQUE COMBUSTIVEIS LTDA|1058|08986525000311||194631907|2211209||AV PRODUTIVIDADE, 100|||PORTAL DOS CERRADOS|
|0150|1235|INDUSTRIA E COMERCIO DE MASSAS TERELINA|1058|05025216000125||194496295|2211001||RUA JAIME FORTES|003080||NOVO HORIZONTE|
|0150|1541|VOLKSBUS AUTO PECAS LTDA|1058|03518739000188||194447758|2211001||RUA 13 DE MAIO SUL|3938|SUL|TABULETA|
|0150|1779|FRIOSINA PRODUTOS ALIMENTICIOS LTDA|1058|01738564000199||194374521|2211001||AV PREFEITO WALL FERRAZ|016445||ESPLANADA|
|0150|2119|FRANCISCO ELSON S. CARVALHO|1058||50402501349||2211001||R SATURNO, 4293|||SATELITE|
|0150|2218|ADILSON RIBEIRO DO NASCIMENTO ME|1058|00557720000152||194330184|2206605||R DEMERVAL LOBAO, S/N|||CENTRO|
|0150|2384|MERCADINHO BOA SORTE LTDA|1058|00490512000183||121390500|2106607||AV GETULIO VARGAS, 2864|||CENTRO|
|0150|2387|F J DE OLIVEIRA BRITO E CIA LTDA|1058|01986937000140||194388433|2209872||R PIAUI, S/N|||CENTRO|
|0150|2413|ANTONIO FLORENCIO FILHO|1058|63523849000160||194194701|2208205||PCA DEPUTADO ALENCAR MOTA, 12|||CENTRO|
|0150|2462|Q. AVELINO NETO|1058|00220439000120||194303110|2211001||R JOAO FRANCA DO VALE, S/N / KM 08|||ESPLANADA|
|0150|2478|ADEVAN PEREIRA DE ANDRADE - ME|1058|04619269000101||194483282|2208908||R MARTINHO DA SILVA, 20|||BELA VISTA|
|0150|2533|AMELIA G. DOS SANTOS -ME|1058|34972315000112||194138836|2207009||PCA DA VITORIA, 150|||CENTRO|
|0150|2534|MARINALVA DE ARAUJO VASCONCELOS|1058||49757806315||2201200||R SAO JOSE, 375|||BOA VISTA|
|0150|2609|F. DAS C. SOARES DE SOUSA COMERCIO|1058|02927236000101||121705927|2110237||AV GOVERNADORA ROSEANA SARNEY, 940|||CENTRO|
|0150|2617|ADERALDO RIBEIRO DE SANTANA - ME|1058|07482084000196||194570347|2210359||AV 29 DE ABRIL, S/N|||CENTRO|
|0150|2752|COOPERATIVA DOS SUINOCULTORES DE ENCANTADO LTDA|1058|89305239000183||0370001605|4306809||R GUERINO LUCCA|320||CENTRO|
|0150|2851|F. E. S. COMERCIAL LTDA|1058|08635703000521||194618862|2207702||AV PRESIDENTE GETULIO VARGAS FILIAL 13, S/N|||CENTRO|
