|0000|013|0|01122019|31122019|M I L CARDOSO|02189725000103||PI|194397394|2211001|0760978||A|1|
|0001|0|
|0005|LIVRARIA UNIVERSITARIA|64048110|Avenida Ininga|1201|RIVERSIDE LJ V 68|Jóquei|8630832336||ESCONCONTABILIDADERJR@GMAIL.COM|
|0100|RIMARIO DE JESUS RODRIGUES|20086180304|3683||64014073|RUA SANTA LUZIA|3040||ILHOTAS|8633037105||ESCONCONTABILIDADERJR@GMAIL.COM|2211001|
|0150|511|TERMACO TERM MAR DE CONT E SERV ACE LTDA|1058|11552312000710||336686100114|3518800||R LANDRI SALES|1070||CIDADE ARACILIA|
|0150|957|TERMACO TERM MAR DE CONT E SERV ACE LTDA|1058|11552312000124||068612010|2304400||ROD. BR 116, KM 4|7250|KM 04|CAJAZEIRAS|
|0150|3524|LOIOLA E CARDOSO LTDA - TERESINA SHOPPING|1058|06211935000284||194554449|2211001||Av. Raul Lopes 1000|1000|TERESINA SHOPPI|Noivos|
|0150|30997|EMPRESA TRANSPORTES ATLAS LTDA|1058|60664828000176||105708615117|3550308||R SOLD HAMILTON SILVA COSTA 58|58||PQ NOVO MUNDO|
|0150|199941|ATACADAO S.A.|1058|75315333012620||194795861|2211001||DUQUE DE CAXIAS|2732||PRIMAVERA|
|0150|1100066|FEDEX BRASIL LOGISTA E TRANSPORTE|1058|10970887000285||336172649119|3518800||Rodovia Pres Dutra|228||Várzea do Palácio|
|0150|1104990|BRASPRESS TRANSPORTES URGENTES LTDA|1058|48740351008220||206233560117|3505708||AL RIO PRETO 353-A||RES NOVE|S. PARNAIBA|
|0150|1105500|REDECARD S.A|1058|01425787000104|||3505708||Avenida Doutor Marcos Penteado de Ulhôa Rodrigues|439|LJ 01-12 AND 14|Tamboré|
|0150|1105501|CIELO S.A|1058|01027058000191|||3505708||Alameda Grajaú|219||Alphaville Industrial|
|0150|1105502|CREDI-SHOP S/A ADMINISTRADORA DE CARTOES DE CREDITO|1058|62895230000113|||2211001||Av Frei Serafim,|2648||ilhotas|
|0150|1108746|LUANDA DIAS DE FIGUEIREDO|1058||87116138153||2211001||RUA CAMADER S/N||RESIDENCIAL CRISTO R|CRISTO REI|
|0150|100003941|LOIOLA E CARDOSO LTDA - CENTRO|1058|06211935000446||194807711|2211001||R ALVARO MENDES - EDIFICIO ULISSES MARQUES|1348|sala 01 e 02|CENTRO|
|0150|100003945|INOVACAO DISTRIBUIDORA DE LIVROS LTDA|1058|04774358000122||116271384115|3550308||RUA CONSELHEIRO RAMALHO|719||BELA VISTA|
|0150|100004090|LOIOLA E CARDOSO LTDA - RIVER II|1058|06211935000365||194555062|2211001||AV ININGA, LJ - H 149|1201||JOQUEI|
|0150|100004116|LOIOLA E CARDOSO LTDA - DOM SEVERINO|1058|06211935000101||194542416|2211001||Avenida Dom Severino|846||Fátima|
|0150|100004137|DISTRIBUIDORA RECORD DE SERVIÇOS DE IMPRENSA|1058|33495771000156||81589542|3304557||RUA ARGENTINA 171|||VASCO DA GAMA|
|0150|100004620|FLOW PACK INDUSTRIA E COMERCIO DE ALIMENTOS LTDA|1058|04162695000169||116075628118|3550308||R. ANHAIA 888|||BOM RETIRO|
|0150|100005259|ANA KARLA COELHO DE CARVALHO|1058||67437060353||2211001||JOAO ANTONIO LEITAO|3803||PIÇARREIRA|
|0150|100005360|EDITORA VOZES LTDA|1058|31127301002310||060346973|2304400||RUA MAJOR F|730||CENTRO|
|0150|100005365|CORTEZ EDITORA E LIVRARIA LTDA|1058|43003409001308||190138150113|3504107||RUA STURLIN|240||RIBEIRAO DOS PORCOS|
|0150|100005367|Alvaro Junior Grando Me|1058|12002509000152||0510012108|4308706||Rua Angelo Marcolin|154||Bela Vista|
|0150|100005368|GMT EDITORES LTDA|1058|02310771000100||86290995|3304557||RUA VOLUNTA|45||BOTAFOGO|
|0150|100005369|VERGARA E RIBA EDITORAS LTDA.|1058|02817648000261||278240800115|3513009||RUA VIA DAS|327||JARDIM COLIBRI|
|0150|100005372|EDITORA SCHWARCZ S.A - COMPANHIA DAS LETRAS|1058|55789390000899||796324909111|3518800||AV. ORLANDA|780|GALPÃO A|CUMBICA|
|0150|100005373|EDITORA ARQUEIRO LTDA|1058|06985027000590||336973190113|3518800||AV NARAIN S|1300|GALPÃO 01|CIDADE ARACILIA|
|0150|100005374|PETRA EDITORIAL LTDA|1058|10285519000117|||3301702||EST ROSARIO|135|LOTE 31 QD 5|JARDIM PRIMAVERA|
|0150|100005379|GEN - GRUPO EDITORIAL NACIONAL PARTICIPACOES S/A|1058|08914167000250||206272218110|3505708||RUA ALAMEDA ARAPOEMA|659|SALA 01|TAMBORÉ|
|0150|100005385|EDITORA PLANETA DO BRASIL LTDA|1058|05764236000207||241054199118|3509205||AV. DR. ANT|260|BLOCO 400|EMPRESARIAL COLINA|
|0150|100005393|EDIOURO PUBLICACOES LTDA|1058|00935453000100||81792895|3301702||EST ROSARIO|135|QD 5|JARDIM PRIMAVERA|
|0150|100005394|EDITORA INTRINSECA LTDA|1058|05660045000378||336637251116|3518800||AV NARAIN S|1300|GALPÃO 2|CIDADE ARACILIA|
|0150|100005395|EDITORA NOVA FRONTEIRA PARTICIPACOES S.A|1058|33324484000264||81616914|3301702||ESTRADA ROS|135|LOTE 31 QD 5|JARDIM PRIMAVERA|
|0150|1000005243|BRASPRESS TRANSPORTES URGENTES LTDA|1058|48740351002109||796481688110|3518800||MONTEIRO LOBATO|4794|JD P DUTRA|C JD CUMBICA (JD P DUTRA)|
|0150|1000005907|JOSE MOURA GOMES|1058||23414510804||2211001||Rua Miosoti|1058|apto 401|Jóquei|
|0150|1000006506|SARAIVA EDUCACAO SA|1058|50268838000139||645801930119|3549904||Rodovia Presidente Dutra||S/NKM 136, BL 04|Eugênio de Mello|
|0150|1000011306|LETELIE ARAUJO CUNHA|1058||05839713341||2211001||QD.18,|18||PLANALTO URUGUAI|
|0150|1000011661|VALTER SOARES PESSOA FILHO|1058||42051134391||2211001||R  RUA PADRE AUREO OLIVEIRA,1964 BL  E A|1||CRISTO REI|
|0150|1000012150|ENGECOPI COM MATS CONST LTDA(DS)|1058|07483654000243||194251500|2211001||AV DOM SEVERINO|1823||JOQUEI|
|0150|1000012943|ROMEL PINHEIRO|1058||47927097334||2211001||ALBERONI LEMOS|414|zona|Acarape|
|0150|1000012983|PIA SOCIEDADE DE SAO PAULO|1058|61287546001808||110606161113|3550308||V RAPOSO TAVARES||18 KM|JD ARPOADOR|
|0150|1000022424|WELLINGTON DE JESUS SOARES|1058||13378023368||2211001||Rua Coronel José Fialho|6929||Gurupi|
|0150|1000032997|MEDBOOK EDITORA CIENTIFICA LTDA|1058|07914327000207||623173574114|3547304||RUA FORTALEZA|143|GALPAO 4A BOX 7|Jardim Represa (Fazendinha)|
|0150|1000040495|CLAUDIA MARQUES|1058||70702080306||2211001||R  R,35 CONDSAOJOSELT35A|1||URUGUAI|
|0150|1000058758|LAUTO CARGO TRANSPORTE RODOVIARIO SA|1058|07189259001062||78455780|3301702||RODOVIA WASHINGTON LUIZ|2569||ARMAZ 6 E 7QUADRA G PARQUE DUQ|
|0150|1000064591|FEDEX BRASIL LOGISTICA E TRANSPORTE LTDA 87-RJO|1058|10970887010167||11066100|3301702||ROD,WASHINGTON LUIZ|7749||JARDIM GRAMACHO|
|0150|1000079312|SILVANA SANTIAGO DA ROCHA|1058||22637494387||2211001||RUA DEOCLECIO BRITO|26||ININGA|
|0150|1000079313|BRUNA MACEDO CASTELO BRANCO|1058||06125588351||2211001||Rua Hugo Napoleão|2945||Jóquei|
|0150|1000079314|MICHELLI MARIA  OLIVEIRA VIEIRA|1058||81281390372||2211001||Rua Rio de Janeiro n 142|142||Aeroporto|
|0150|1000079315|CAMILA CAMPELO DE SOUSA|1058||60034586318||2211001||Rua Vinte e Quatro de Janeiro|1528||Mafuá|
|0150|1000079316|WASHINGTON HERNANDES DA SILVA PACHECO|1058||04458104322||2211001||Rua Walfrido Salmito|538||Parque Piauí|
|0150|1000079317|CRISTIANE CARLOS DA SILVA|1058||70426686349||2211001||Rua Presidente Getúlio Vargas - L Impar|3045||Três Andares|
|0150|1000079318|EDITORA CRV LTDA EPP|1058|04791454000189||9047775369|4106902||RUA FERNANDO AMARO|518||ALTO DA XV|
|0150|1000079319|FLAVIO RODRIGUES NOGUEIRA|1058||04826604300||2211001||Rua Des. Manoel Castelo Branco APT-1800|1540||Jóquei|
|0150|1000079320|ALEXANDRE RODRIGUES DE LIMA|1058||72659394334||2207702||RUA OTAVIO PASSOS|25|CASA 14|FREI HIGINO|
|0190|UN|UN.|
|0190|MT|MT.|
|0190|MT2|MT2.|
|0200|9788524915086|TERESINA CIDADE VERDE|||UN|00|||49||||
|0200|9788524916465|IMPORTANCIA DO ATO DE LER, A - 51a ED VOL 22|||UN|00|||||||
|0200|9788524917196|ATO DE LER, O - FUNDAMENTOS PSICOLOGICOS 11a ED|||UN|00|||||||
|0200|9788524919213|SERVICO SOCIAL E ETICA CONVITE A UMA NOVA PRAX 13a|||UN|00|||49||||
|0200|9788524921186|SAUDE E SERVICO SOCIAL NO CAPITALISMO 1a ED|||UN|00|||||||
|0200|9788524921735|CURSO DE DIREITO DO SERVICO SOCIAL 7a ED|||UN|00|||49||||
|0200|9788524920042|ALFABETIZACAO E LEITURA 3a ED|||UN|00|||||||
|0200|9788535914849|1984 - GEORGE ORWELL|||UN|00|||49||||
|0200|9788542201604|QUEM ME ROUBOU DE MIM? 1a ED 2013|||UN|00|||49||||
|0200|9788580411461|DUQUE E EU, O 1a ED 2013|||UN|00|||49||||
|0200|9788580411973|VISCONDE QUE ME AMAVA, O 1a ED 2013|||UN|00|||49||||
|0200|9788580412383|PERFEITO CAVALHEIRO, UM|||UN|00|||49||||
|0200|9788580413625|PARA SIR PHILLIP COM AMOR VOL 5|||UN|00|||49||||
|0200|7898435819983|CARTAO ZENIR GRANDE 2016 DIVERSOS|||UN|00|||49|||1902600|
|0200|9788576865780|ALGO BELO|||UN|00|||49||||
|0200|9788543104867|SENHORA DAS ARES|||UN|00|||49||||
|0200|9788580416589|SOL TAMBEM E UMA ESTRELA O|||UN|00|||49||||
|0200|9788555340277|PRISAO DO REI, A|||UN|00|||49||||
|0200|9788543103433|PECA E SERA ATENDIDO 2016|||UN|00|||49||||
|0200|9788522014927|UMA ORACAO POR DIA - CAPA DURA|||UN|00|||49||||
|0200|9788525062499|LIVRO DA PSICOLOGIA, O - 2a ED|||UN|00|||49||||
|0200|9788501075727|PRINCESA DAS AGUAS|||UN|00|||49||||
|0200|9788501089618|BECKY BLOOM AO RESGATE|||UN|00|||||||
|0200|9788584441563|SEM CAUSAR MAL|||UN|00|||49||||
|0200|7899934020931|MOBILE PARA CARRO - ZENIR|||UN|00|||95||||
|0200|9788551000861|NAO SE ENROLA NAO|||UN|00|||49||||
|0200|9788532652850|JOGOS DE PODER  1a ED 2016|||UN|00|||49||||
|0200|9788582780732|MEU PRIMEIRO LIVRO DOS SANTOS|||UN|00|||||||
|0200|9788582780701|MAIOR FILOSOFO QUE JA EXISTIU, O|||UN|00|||49||||
|0200|9788574067384|BRANCA DE NEVE E AS SETE VERSOES  12a ED. 2016|||UN|00|||49||||
|0200|9788574067094|JOOES E MARIA 4a ED -2016|||UN|00|||49||||
|0200|9788574067476|JOAO E OS 10 PES DE FEIJAO  -1a ED  -2016|||UN|00|||49||||
|0200|9788535928198|HOMO DEUS|||UN|00|||49||||
|0200|9788547000240|MINDSET A NOVA PSICOLOGIA DO SUCESSO|||UN|00|||49||||
|0200|9788535923438|EU SOU MALALA|||UN|00|||49||||
|0200|9788535925661|BRASIL UMA BIOGRAFIA|||UN|00|||||||
|0200|9788573020809|INTELIGENCIA EMOCIONAL|||UN|00|||49||||
|0200|9788576658085|COLECIONADOR DE LAGRIMAS, O -HOLOCAUSTO NUNCA MAIS|||UN|00|||49||||
|0200|9788576831303|DIARIO DE UM BANANA VOL 1 - ROMANCE EM QUADRINHOS|||UN|00|||49||||
|0200|9788576831952|DIARIO DE UM BANANA VOL 2 - RODRICK E O CARA|||UN|00|||49||||
