|0000|013|0|01112019|30112019|LOIOLA E CARDOSO LTDA|06211935000101||PI|194542416|2211001|0901253||A|1|
|0001|0|
|0005|UNIVERSITARIA LIVRARIA E PAPELARIA|64049375|AV DOM SEVERINO|846||NOSSA SENHORA DE FAT|8632213107||livrariauniversitaria@hotmail.com|
|0100|RIMARIO DE JESUS RODRIGUES|20086180304|3683||64014073|RUA SANTA LUZIA|3040||ILHOTAS|8633037105||ESCONCONTABILIDADERJR@GMAIL.COM|2211001|
|0150|812|BABYLANDIA DISTRIBUIDORA LTDA|1058|05823969000186||194521710|2211001||RUA BARROSO, 506 1 ANDAR NORTE|||CENTRO|
|0150|949|SODINE SOC. DIST.DO NE LTDA - TERESINA|1058|07342785001282||194711366|2211001||AV BARAO DE GURGUEIA|1668||VERMELHA|
|0150|3524|LOIOLA E CARDOSO LTDA - TERESINA SHOPPING|1058|06211935000284||194554449|2211001||Av. Raul Lopes 1000|1000|TERESINA SHOPPI|Noivos|
|0150|14106|ADERE PROD AUTO ADESIVOS LTDA NE|1058|46062030000557||036062790|2607901||ROD BR-101 GALPAO, S/NSUL|||MURIBECA|
|0150|30981|TERMACO TERM MAR DE CONT SERV ACES LTDA|1058|11552312000981||030896304|2607901||BR 101 SUL KM 80 SN PRAZERES||||
|0150|31311|METALURGICA FERRONORTE LTDA|1058|07103898000172||194059464|2211001||Av UNIAO, 2586|||MEMORARE|
|0150|89940|MAXLOG IMPORTACAO E EXPORTACAO LTDA|1058|10447922000600||258707526|4211306||ROD BR 470 INGO HERING SALA 02|||VOLTA GRANDE|
|0150|199941|ATACADAO S.A.|1058|75315333012620||194795861|2211001||DUQUE DE CAXIAS|2732||PRIMAVERA|
|0150|792101|FUNDACAO MUNICIPAL DE SAUDE|1058|05522917000170|||2211001||RUA GOVERNADOR ARTHUR DE VASCONCELOS 3015|3015||AEROPORTO|
|0150|1100066|FEDEX BRASIL LOGISTA E TRANSPORTE|1058|10970887000285||336172649119|3518800||Rodovia Pres Dutra|228||Várzea do Palácio|
|0150|1100352|BRASIL NORDESTE LTDA|1058|05263940000197||194502333|2211001||Rua Lisandro Nogueira|1477||Centro|
|0150|1100991|EMPRESA DE TRANSPORTES ATLAS LTDA|1058|60664828004325||251777529|4209102||AVENIDA PLACIDO HUGO DE OLIVEIRA|2398||SANTA CATARINA|
|0150|1105500|REDECARD SA|1058|01425787000104|||3505708||Avenida Marcos Penteado de Ulhôa Rodrigues|939||Tamboré|
|0150|1105501|CIELO S.A|1058|01027058000191|||3505708||ALAMEDA XINGU|512||ALPHAVILLE|
|0150|1105502|ADMINISTRADORA CREDISHOP|1058|62895230000113|||2211001||AV FREI SERAFIM|2648||ILHOTAS|
